url_path,views_total,views_unique
/marcelcastrobr/my_ml_notes,2,1
/marcelcastrobr/my_ml_notes/tree/github-repo-stats,2,1
/marcelcastrobr/my_ml_notes/blob/github-repo-stats/marcelcastrobr/my_ml_notes/latest-report/report.html,1,1
/marcelcastrobr/my_ml_notes/branches,1,1
/marcelcastrobr/my_ml_notes/tree/github-repo-stats/marcelcastrobr/my_ml_notes,1,1
/marcelcastrobr/my_ml_notes/tree/github-repo-stats/marcelcastrobr/my_ml_notes/latest-report,1,1
