time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-10 00:00:00+00:00,24.0,16.0,178.0,1.0
2024-01-11 00:00:00+00:00,1.0,1.0,,
2024-01-12 00:00:00+00:00,,,1.0,1.0
